section,key,zh,english
preferences,interrupt_setting_listprop_value_3,观察员和所有重要播报,Spotter and all important messages
preferences,tts_setting_listprop,语音合成设置,TTS setting
preferences,tts_setting_listprop_value_0,不使用语音合成,Don't use TTS
preferences,tts_setting_listprop_value_1,仅在必要时使用语音合成,Use TTS only when necessary
preferences,tts_setting_listprop_value_2,为所有缺失的名称使用语音合成,Use TTS for all missing names
preferences,naudio_output_interface_listprop,nAudio 输出接口类型,nAudio Output Interface Type
preferences,naudio_output_interface_listprop_value_0,波形输出,WaveOut
preferences,naudio_output_interface_listprop_value_1,WASAPI,WASAPI
preferences,naudio_wasapi_latency,nAudio WASAPI 延迟（毫秒）,nAudio WASAPI latency (ms)
preferences,trigger_word_sre_min_confidence,最小触发词置信度（Microsoft 识别引擎）,Min trigger word confidence (Microsoft recogniser)
preferences,trigger_word_sre_min_confidence_system_sre,最小触发词置信度（Windows 识别引擎）,Min trigger word confidence (Windows recogniser)
preferences,trigger_word_listen_timeout,触发词监听超时（毫秒）,Trigger word listen timeout (ms)
preferences,enable_alarm_clock_voice_recognition,启用闹钟语音指令,Enable alarm clock voice commands
preferences,alarm_clock_times,闹钟时间,Alarm time(s)
preferences,disable_behavior_altering_voice_commands,禁用行为语音指令,Disable behaviour voice commands
preferences,disable_overlay_voice_commands,禁用覆盖层语音指令,Disable overlay voice commands
preferences,slow_class_car_warnings_in_race_only,正赛中显示慢车组别提醒,Slow car class warnings in race only
preferences,record_sound_variety_data,记录声音多样性数据,Record sound variety data
preferences,persist_pitstop_benchmark_times,保存进站基准时间到磁盘,Save pit stop benchmark times to disk
preferences,use_rf2_wheel_size_for_locking_and_spinning,使用 rF2 的真实车轮尺寸判定抱死/打滑,Use rF2's real wheel size for lock/spin messages
preferences,use_lmu_wheel_size_for_locking_and_spinning,使用 LMU 的真实车轮尺寸判定抱死/打滑,Use LMU's real wheel size for lock/spin messages
preferences,enable_iracing_pit_state_during_fcy,启用 iRacing 全场黄旗进站播报,Enable iRacing FCY pit state messages
preferences,iracing_fcy_formation_use_drivername,iRacing 全场黄旗/编队圈使用车手名,iRacing FCY/formation use driver names
preferences,formation_doublefile_variation,编队圈播报变体,Formation message variation
preferences,enable_websocket,启用 WebSocket 集成,Enable Websocket integration
preferences,websocket_port,Crew Chief 数据 WebSocket 端口,Crew Chief data Websocket port
preferences,enable_rf2_wrong_way_message,启用 rF2 「逆向行驶」播报,Enable rF2 'Wrong Way' message
preferences,enable_lmu_wrong_way_message,启用 LMU 「逆向行驶」播报,Enable LMU 'Wrong Way' message
preferences,enable_game_data_websocket,启用 WebHud 集成（仅 R3E）,Enable WebHud integration (R3E only)
preferences,game_data_websocket_port,游戏数据 Websocket 端口,Game data Websocket port
preferences,disable_rf2_race_end_messages_on_abandoned_sessions,禁用 rF2 正赛结束播报（因赛事取消）,Disable rF2 race end msg. for abandoned events
preferences,disable_lmu_race_end_messages_on_abandoned_sessions,禁用 LMU 赛事结束播报（因赛事取消）,Disable LMU race end msg. for abandoned events
preferences,hold_button_poll_frequency,按键轮询频率,Hold button poll frequency
preferences,sre_wait_time,等待语音识别的时间,How long to wait for speech recognition
preferences,prefer_max_consumption_in_fuel_calculations,(LEGACY) 燃油计算基于最大燃油消耗,(LEGACY) Base fuel calculations on max fuel consumption
preferences,report_fuel_laps_left_in_timed_races,在计时赛中以剩余圈数报告燃油,Report fuel as laps left in timed races.
preferences,naudio_wave_in_sample_rate,nAudio 波形输入设备的采样率,Sample rate for nAudio wave-in device
preferences,naudio_wave_in_channel_count,nAudio 波形输入通道数,Channel count for nAudio wave-in device
preferences,naudio_wave_in_sample_depth,nAudio 波形输入设备的样本深度（8 或 16）,Sample depth for nAudio wave-in device (8 or 16)
preferences,allow_important_messages_even_when_silenced,静音时播放重要播报,Play important messages when silenced
preferences,fcy_stop_spotter_immediately,立即静音观察员（全场黄旗）,Mute spotter immediately on full course yellow
preferences,enable_blue_flag_messages,启用蓝旗播报,Enable blue flag messages
preferences,limit_available_games,限制可用游戏,Limit available games
preferences,enable_radio_beeps,启用无线电蜂鸣声,Enable radio beeps
preferences,prefer_system_sre,偏好 Windows 识别引擎,Prefer Windows speech recogniser
preferences,use_free_dictation_for_chat,启用自由听写聊天消息,Enable free dictation chat messages
preferences,free_dictation_chat_start_word,自由听写开始词,Chat free dictation start word
preferences,free_dictation_chat_keypress_delay_ms,自由听写按键延迟,Chat free dictation key press delay
preferences,max_complaints_per_session,每场次最大抱怨次数（0：禁用抱怨）,Max complaints per session (0: disable complaints)
preferences,enable_on_hold_close_channel_beep,启用关闭频道蜂鸣声（按住按钮模式）,"Enable close channel beep (""Hold button"" mode)"
preferences,sre_respond_while_channel_still_open,立即响应语音指令,Respond to voice commands immediately
preferences,enable_breath_in,启用暂停时呼吸,Enable breath in pause
preferences,enable_overlay_window,启用覆盖层（仅窗口/无边框窗口模式）,Enable overlays (windowed / borderless window only)
preferences,iracing_enable_disk_based_telemetry,启用基于磁盘的遥测数据以显示覆盖层,Enable disk based telemetry for overlay
preferences,enable_chart_telemetry_in_race_session,启用正赛中的图表遥测,Enable chart telemetry in race session
preferences,update_interval_when_collecting_telemetry,收集遥测时的更新间隔,Update interval when collecting telemetry
preferences,make_overlay_app_window,启用覆盖层应用窗口（Oculus 模式）,Enable overlay app window (Oculus mode)
preferences,delete_iracing_telemetryfile,处理后删除 iRacing 数据文件,Delete iRacing telemetry file after processing
preferences,enable_automatic_disk_telemetry_recording,启用自动遥测磁盘记录,Enable automatic telemetry disk recording
preferences,enable_shared_memory,启用共享内存,Enable Shared Memory
preferences,enable_subtitle_overlay,启用字幕覆盖层,Enable subtitle overlay
preferences,force_stereo,播报立体声（仅 nAudio）,Play messages in stereo (nAudio only)
preferences,auto_enable_pacenotes_in_practice,练习时自动播放路书,Play pace notes automatically in practice
preferences,enable_console_autoscroll,启用控制台自动滚动,Enable console autoscroll
preferences,multi_lap_pace_notes,多圈路书,Multi-lap pace notes
preferences,pace_notes_mute_all_messages,播放路书时静音其他播报,Mute messages when playing pace notes
preferences,play_pit_speed_limit_warnings,启用进站限速提醒,Enable pit speed limit warnings
preferences,start_steam_vr_if_detected,检测到时启动 SteamVR,Start SteamVR if detected
preferences,enable_vr_overlay_windows,启用 VR 覆盖层,Enable VR overlays
preferences,vr_overlays_enabled_on_startup,启动时启用 VR 覆盖层,Enable VR overlays when app starts
preferences,r3e_ratings_url,R3E 评分网址,R3E Ratings URL
preferences,watched_opponent_names,关注的对手车手名,Watched opponent names
preferences,show_vr_settings_as_overlay,始终以覆盖层显示 VR 设置窗口,Always show VR Settings window as overlay
preferences,codriver_rushed_speed,领航员催促速度阈值（公里/小时）,Co-driver rushing speed threshold (km/h)
preferences,codriver_rushed_lookahead_seconds,领航员提前播报时间（秒）,Co-driver rushing look ahead (seconds)
preferences,codriver_chained_pacenote_threshold_distance,合并间距小于此值的领航员播报（米）,Link co-driver calls closer than this (metres)
preferences,codriver_lookahead_seconds,默认领航员呼叫前瞻时间（秒）,Default look ahead for co-driver calls (seconds)
preferences,enable_controller_pov_switches,启用控制器 PoV 开关,Enable controller PoV switches
preferences,block_male_sounds,屏蔽将车手称为男性的语音,Block sounds which refer to drivers as male
preferences,enable_watch_car_command,启用观察对手命令,Enable watch opponent commands
preferences,lazy_load_subtitles,延迟加载字幕,Lazy load subtitles
preferences,show_splash_screen,显示启动画面,Show splash screen
preferences,enable_gtr2_pit_lane_approach_heuristics,启用 GTR 2 维修道接近判定,Enable GTR 2 pit lane approach detection
preferences,scroll_bars_on_main_window,主窗口滚动条,Scroll bars on main window
preferences,use_dictation_grammar_for_rally,使用自由听写录入赛段笔记,Use free dictation for stage notes
preferences,dictation_grammar_for_rally_confidence,最小拉力赛自由听写语音识别置信度（Microsoft 识别引擎）,Min rally free dictation voice recognition confidence (Microsoft recogniser)
preferences,confirm_recce_pace_notes,勘路时逐条确认路书,Confirm each pace note in stage recce
preferences,minimum_rally_voice_recognition_confidence_microsoft_sre,最小拉力赛语音识别置信度（Windows 识别引擎）,Min rally voice recognition confidence (Windows recogniser)
preferences,minimum_rally_voice_recognition_confidence_system_sre,最小拉力赛语音识别置信度（Windows 识别引擎）,Min rally voice recognition confidence (Windows recogniser)
preferences,dirt_rally_udp_data_port,Dirt Rally UDP 端口,Dirt Rally UDP port
preferences,dirt_rally_2_udp_data_port,Dirt Rally 2 UDP 端口,Dirt Rally 2 UDP port
preferences,log_type_spotter,日志类型 - 观察员,Log type - spotter
preferences,log_type_sound,日志类型 - 语音,Log type - sound
preferences,log_type_soundDebug,日志类型 - 语音调试,Log type - sound debug
preferences,log_type_debug,日志类型 - 调试,Log type - debug
preferences,log_type_verbose,日志类型 - 详细,Log type - verbose
preferences,log_type_fuel,日志类型 - 燃油,Log type - fuel
preferences,log_type_tyres,日志类型 - 轮胎,Log type - tyres
preferences,log_type_brakes,日志类型 - 刹车,Log type - brakes
preferences,log_type_exception,日志类型 - 异常,Log type - exception
preferences,allow_composite_personalisations,允许对手名在“我的名称”列表中,Allow opponent names in 'My name' list
preferences,codriver_dynamic_lookahead,动态领航员距离前瞻,Dynamic co-driver distance look ahead
preferences,codriver_min_space_for_auto_distance_call,自动生成距离路书时的最小间距（米）,Min gap for auto-generated distance pace note (metres)
preferences,include_start_pos_in_dirt_stage_names,在 Dirt Rally 路书文件夹名里包含起点位置,Include start location in Dirt Rally pace note folders
preferences,save_sre_debug_data,写语音识别调试数据,Write speech recognition debug data
preferences,sre_button_release_delay,按钮释放后 SRE 延迟（毫秒），仅在按住按钮模式下,"SRE delay after button release, hold button mode only (ms)"
preferences,sre_enable_threshold_tuning,自动调整语音识别阈值,Auto-tune speech recognition thresholds
preferences,enable_rf1_box_sharing_warnings,提醒对手占用玩家的维修位（仅限 rF1 / AMS）,Warn about opponents sharing player's pit box (RF1 / AMS 1 only)
preferences,force_resample,nAudio 播放重采样率（0 - 不进行重采样）,nAudio playback resample rate (0 - no resampling)
preferences,enable_frozen_order_messages,启用固定顺序播报,Enable frozen order messages
preferences,force_seated_on_vr_view_reset,强制就坐跟踪模式在重置 VR 视图时启用,Force Seated tracking mode on Reset VR View
preferences,speak_only_when_spoken_to,仅在被呼唤时播报,Speak only when spoken to
preferences,just_the_facts,禁用解说,Disable commentary
preferences,enable_mqtt_telemetry,启用 MQTT 遥测,MQTT Telemetry enabled
preferences,mqtt_topic_drivername,MQTT 车手名,MQTT driver name
preferences,use_fuzzy_driver_name_matching,模糊对手名匹配,Fuzzy opponent name matching
preferences,allow_first_names,允许名字,Allow first names
preferences,prefer_first_names,优先使用名字,Prefer first names
preferences,enable_auto_detect,启用游戏自动检测,Enable game auto detect
preferences,enable_auto_detect_exit_cc,当自动检测到的游戏退出时退出 Crew Chief,Exit Crew Chief when auto-detected game exits
preferences,enable_volume_control,启用音量控制,Enable volume control
preferences,enable_audio_ducking,启用音量闪避,Enable audio ducking
preferences,enable_audio_ducking_while_talking_to_cc,与 Crew Chief 说话时启用音量闪避,Enable audio ducking while talking to Crew Chief
preferences,save_console_after_each_run,每次保存控制台日志,Save the Console log each time
preferences,enable_running_dos_commands_from_command_macros,启用从命令宏运行 DOS 命令,Enable running DOS commands from Command macros
preferences,revert_to_legacy_version_of_refactored_code,恢复到重构代码的旧版本,Revert to legacy version of refactored code
preferences,use_legacy_plugin_installer,使用旧版插件安装程序,Use legacy plugin installer
preferences,enable_lmu_rf2_plugin_dll_check,启用 LMU/rF2 插件 DLL 检查,Enable LMU/RF2 plugin DLL check
preferences,use_legacy_rf2_shared_memory_filenames,使用旧版共享内存文件名,Use legacy shared memory filenames
preferences,enable_lmu_rest_api,启用 LMU 的有问题的 REST API,Enable LMU's problematic REST API
preferences,save_all_fuel_data,保存所有燃油数据,Save ALL fuel data
preferences,enable_dark_mode,启用深色模式,Enable Dark Mode
preferences,colloquial_time,用口语方式播报大致时间,Announce time approximately/colloquially
preferences,auto_is_oval,自动设置椭圆/非椭圆赛道类型,Automatically set oval/non-oval track type
preferences,use_toast_notifications,使用弹出通知,Use 'toast' notifications
preferences,FIRST_RUN,首次运行,FIRST RUN
